id,first_name,last_name,birth_date,street,zip_code,city,phone_number,mobile_number,email,news_letter,lng,lat
927,Jule,Chapman,8.6.1937,Stolbergstr. 152,53534,Pomster,+49269189034754,+491736544236,j.chapman@mail.xyz,ja,6.8427479,50.3524422
928,Emre,Hense,1.1.1983,Baumberger Str. 149,86703,R_gling,+49909453315528,+491578329948,emre.hense@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
929,Anneke,Geist,4.2.1936,B_ttcherstr. 118,66557,Illingen,+49682567859224,+491783334139,anneke.geist@mail.xyz,ja,7.0505511,49.37400179999999
930,Dominic,Seelig,18.4.1931,K_sliner Str. 95,49074,Osnabrck,+4954139799669,+491663712647,dominic.seelig@mail.xyz,ja,-85.5120048,42.3281615
931,Janin,Kaup,28.8.1998,Hfferstr. 176,85293,Reichertshausen,+4984416999536,+491757333427,janin.kaup@mail.xyz,ja,11.5077709,48.4661958
932,Claas,Herrera,15.1.1934,Weienburgstr. 166,88079,Kressbronn am Bodensee,+49754396843588,+491711726793,c.herrera@mail.xyz,ja,9.5982209,47.5968864
933,Anneliese,Kron,24.10.1945,Schmeddingstr. 176,77709,Wolfach,+49783461711333,+491553974404,a.kron@mail.xyz,ja,8.214915600000001,48.2923644
934,Uwe,Hintze,25.6.1939,Gasselstiege 123,91187,R_ttenbach,+49917287175646,+491626935463,uwe.hintze@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
935,Georg,Langhans,27.10.1984,Elsa-Br_ndstr_m-Weg 146,23970,Wismar,+49384131847977,+491666448284,georg.langhans@mail.xyz,ja,11.4516022,53.8979416
936,Lara,Merk,25.12.1957,Templerweg 181,91358,Kunreuth,+49919977588303,+491766304111,l.merk@mail.xyz,ja,11.1443515,49.6823566
937,Juliana,Pilz,6.10.1961,Schmittingheide 198,1591,Riesa,+49352557583348,+491693265969,juliana.pilz@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
938,Lasse,Schilf,24.12.1941,Hansaring 175a,23627,Gro Gr_nau,+49450958889027,+491767660402,l.schilf@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
939,Tanja,Christ,15.12.1977,Zum Burgschemm 154a,92266,Ensdorf,+4996246223622,+491509369893,t.christ@mail.xyz,ja,11.9374907,49.3411559
940,Sofia,Henninger,8.3.1948,Rincklakeweg 143,29562,Suhlendorf,+4958204521235,+491509203789,sofia.henninger@mail.xyz,ja,10.7645641,52.9269593
941,Conner,Watts,7.4.1987,Dsseldorfer Str. 189,38106,Braunschweig,+4953138038945,+491667178584,c.watts@mail.xyz,ja,10.5390217,52.28023109999999
942,Margot,Wurm,1.4.1960,Kr_ver Str. 46,94508,Sch_llnach,+49990371637702,+491594064858,m.wurm@mail.xyz,ja,-122.4353995,38.5725972
943,Louise,Drescher,28.11.1923,Am Filk 75,55234,Bechenheim,+49673632887040,+491545650254,louise.drescher@mail.xyz,ja,8.003917,49.7279789
944,Michael,Gaul,16.9.1993,Rckertstr. 43,24799,Friedrichsholm,+4943353940610,+491523805116,michael.gaul@mail.xyz,ja,9.4275137,54.30390329999999
945,Falk,Demmer,14.10.1942,Zur Gr_fte 183,24327,H_gsdorf,+494381725524,+491699009997,falk.demmer@mail.xyz,ja,-81.8326084,36.774994
946,Leander,Hensel,10.8.1931,Teutonenstr. 78,37647,Polle,+49553525423745,+491657363722,leander.hensel@mail.xyz,ja,6.9747327,50.9313478
947,Nic,Liebe,16.3.1953,Dreizehnerstr. 100,26427,Moorweg,+49497194005399,+491518240877,n.liebe@mail.xyz,ja,7.5870234,53.6077643
948,Nico,Gerdes,22.11.1960,Nerzweg 66,91443,Scheinfeld,+49916218547649,+491623554710,nico.gerdes@mail.xyz,ja,10.4667666,49.6671773
949,Diana,Bergmann,24.9.1972,Eifelstr. 171,88636,Illmensee,+4975582185263,+491684135766,diana.bergmann@mail.xyz,ja,9.3734741,47.8611642
950,Torsten,Fields,15.9.1998,Christinastr. 160,54472,Monzelfeld,+49653112593702,+491786199810,torsten.fields@mail.xyz,ja,7.0732785,49.8912961
951,Laura,Thomas,25.11.1945,lbergstr. 37,67724,Gonbach,+49630269337454,+491668602953,laura.thomas@mail.xyz,ja,7.9062662,49.546741
952,Celine,Hammond,10.7.1939,Schtzenstr. 112,61250,Usingen,+49608181277080,+491747798887,c.hammond@mail.xyz,ja,8.5320064,50.3353122
953,Christiane,Zeitler,1.7.1921,Schubertstr. 123,36169,Rasdorf,+49665172025400,+491651370255,christiane.zeitler@mail.xyz,ja,9.899729500000001,50.7188366
954,Louis,Obermaier,28.9.1981,Langestr. 156,91746,Weidenbach,+49982633458158,+491769799146,louis.obermaier@mail.xyz,ja,10.6472161,49.1983432
955,Henri,Brill,13.4.1965,Stettiner Str. 183,97215,Weigenheim,+49984217792625,+491589184358,henri.brill@mail.xyz,ja,10.2640087,49.5759659
956,Bernt,Heller,11.7.1964,Jakobusstr. 8a,24253,Passade,+49434456884428,+491783342829,bernt.heller@mail.xyz,ja,10.319788,54.3655011
957,Horst,Emmerich,3.7.1931,An den Weiden 84,97618,Strahlungen,+49973372298022,+491769837108,horst.emmerich@mail.xyz,ja,10.2312481,50.2831726
958,Rudolph,Junge,20.12.1923,Piusallee 13,82205,Gilching,+49810515900075,+491581336907,r.junge@mail.xyz,ja,11.2899694,48.1092285
959,Alina,Sch_n,5.3.1983,Zum Burgschemm 137,79804,Dogern,+49775195500508,+491716118159,alina.schoen@mail.xyz,ja,8.166121799999999,47.6075565
960,Mathilda,Rhein,8.5.1996,Frauenstr. 144,54574,Kopp,+4965918757911,+491682384076,mathilda.rhein@mail.xyz,ja,6.5818508,50.1737479
961,Jona,Wong,1.2.1931,Kappenberger Damm 134,67590,Monsheim,+49624356300617,+491796959378,j.wong@mail.xyz,ja,8.211943999999999,49.63722200000001
962,Selina,Singleton,10.1.1945,Carossastr. 22,86643,Rennertshofen,+49843469835568,+491652863103,selina.singleton@mail.xyz,ja,11.0466109,48.7583525
963,Juliana,Walsh,10.1.1952,Hofstr. 52,54317,Korlingen,+4965161948720,+491756574107,j.walsh@mail.xyz,ja,6.7385983,49.7004077
964,Alyssa,Baumgarten,8.2.1952,Salzmannstr. 119,6842,Dessau,+4934060249447,+491606508850,a.baumgarten@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
965,Alexander,Powers,4.2.1928,Scheibenstr. 10,35686,Dillenburg,+49277160379352,+491511893431,a.powers@mail.xyz,ja,8.231505,50.7166291
966,Bernhard,Selzer,3.2.1934,Dreizehnerstr. 10,85656,Buch am Buchrain,+49812439409536,+491746341567,b.selzer@mail.xyz,ja,11.9927457,48.2152809
967,Jette,Neidhardt,15.5.1961,Scheibenstr. 49,4668,Otterwisch,+49343754333328,+491702183464,j.neidhardt@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
968,Andreas,Ehrmann,22.2.1967,Ringelnatzstr. 192,30974,Wennigsen,+49510320563138,+491756140623,a.ehrmann@mail.xyz,ja,9.5725599,52.2771328
969,Jonas,Nguyen,15.12.1970,Bielefelder Str. 71a,56729,Hirten,+49265132015789,+491535374609,jonas.nguyen@mail.xyz,ja,7.114540499999999,50.32647679999999
970,Kjell,Kopp,15.9.1941,Sanddornweg 12,9120,Chemnitz,+4937185775313,+491743736367,kjell.kopp@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
971,Maria,Heilmann,10.4.1940,Osthuesheide 4,37075,G_ttingen,+4955145282182,+491612213281,m.heilmann@mail.xyz,ja,-86.6006249,36.3233083
972,Henrik,Reuther,17.3.1922,Sophienstr. 28,94575,Windorf,+49854636839973,+491648749347,henrik.reuther@mail.xyz,ja,13.2233234,48.6255859
973,Christof,Heumann,4.9.1984,Norbertstr. 56,12627,Hellersdorf,+493043209130,+491629732334,c.heumann@mail.xyz,ja,13.5197825,52.5530358
974,Isabella,H_lscher,2.11.1963,Josef-Suwelack-Weg 18,97618,Hohenroth,+49977196189666,+491725093868,i.hoelscher@mail.xyz,ja,10.1755447,50.3151789
975,Julie,Steinmetz,28.8.1991,Merheimer Str. 157,76865,Insheim,+49634178493343,+491588518269,j.steinmetz@mail.xyz,ja,8.143958999999999,49.1572343
976,Annabel,Thomsen,27.5.1969,Gescherweg 34,60437,Frankfurt am Main,+496925898029,+491651239847,a.thomsen@mail.xyz,ja,8.6818147,50.19952989999999
977,Volker,Mahnke,7.9.1942,Am Nubbenberg 188,48157,Mnster,+4925110981395,+491657741902,v.mahnke@mail.xyz,ja,-83.44568009999999,41.8047858
978,Carina,Barthel,20.8.1921,Agrippastr. 56,37297,Berkatal,+49565722591451,+491683673701,carina.barthel@mail.xyz,ja,9.9086606,51.2373948
979,Jesse,Hgel,27.5.1938,Zur Wiese 12,26844,Jemgum,+49495854455191,+491512136299,jesse.huegel@mail.xyz,ja,7.384931900000001,53.2682267
980,Brigitte,Wiens,5.3.1978,Langestr. 96a,37213,Witzenhausen,+49554218531073,+491541833766,brigitte.wiens@mail.xyz,ja,9.9164091,51.3907544
981,Manfred,Hagemann,10.6.1929,Piusallee 2,8340,Beierfeld,+49377470268006,+491654476147,manfred.hagemann@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
982,Volker,Wagenknecht,18.6.1936,Im Draum 168,54634,Bitburg,+49656118422015,+491503282260,v.wagenknecht@mail.xyz,ja,6.529860299999999,49.9664145
983,Tara,Seelig,10.6.2000,Franz-Peter-Krten-Weg 75,38165,Lehre,+49530842932872,+491537949795,t.seelig@mail.xyz,ja,10.669431,52.3268575
984,Noel,Fricke,12.3.1931,An den Weiden 29,25712,Brickeln,+49482533767562,+491577813492,noel.fricke@mail.xyz,ja,9.221300099999999,54.008446
985,Mira,Hackbarth,13.4.1953,Rektoratsweg 56,38350,Helmstedt,+49535147417775,+491616737613,m.hackbarth@mail.xyz,ja,11.009544,52.22896600000001
986,Katarina,Kelley,20.3.1921,Wiedehagen 160,25355,Bullenkuhlen,+49412310937745,+491594657022,k.kelley@mail.xyz,ja,9.7477888,53.7669509
987,Julius,Hudson,6.2.1951,Angelmodder Weg 133,65719,Hofheim am Taunus,+49619288523946,+491545941646,j.hudson@mail.xyz,ja,8.4432295,50.0841829
988,Melina,Wehrmann,3.10.1997,Steinkamp 11,32052,Herford,+49522172488714,+491793164067,melina.wehrmann@mail.xyz,ja,8.7228769,52.1895002
989,Carlotta,Sch_tzle,23.10.1950,Catharina-Mller-Str. 39,87549,Rettenberg,+49832743455855,+491507692616,c.schaetzle@mail.xyz,ja,10.2903316,47.5741232
990,Sarah,Provinzial,20.7.1934,Dorbaumstr. 147,72351,Geislingen,+49743342378371,+491703180707,s.provinzial@mail.xyz,ja,8.8117951,48.2876269
991,Detlev,Walton,11.9.1950,Eifelstr. 190,56357,Rettershain,+49677279511822,+491564435448,d.walton@mail.xyz,ja,7.830320899999998,50.1458521
992,J_rg,Ebert,12.8.1949,Hfferstr. 108,37627,Wangelnstedt,+4955328665110,+491519246171,j.ebert@mail.xyz,ja,9.6881732,51.86937409999999
993,Ilse,Perkins,24.5.1937,Nienkamp 145,78166,Donaueschingen,+4977183610210,+491582109384,ilse.perkins@mail.xyz,ja,8.5087136,47.9540225
994,Sabrina,Pusch,6.1.1971,Kleiner Griechenmarkt 13,96182,Reckendorf,+49954444866872,+491593581784,sabrina.pusch@mail.xyz,ja,10.8334442,50.033016
995,Collin,Assmann,21.5.1920,Im Sonnentau 149,57612,Helmenzen,+49268127928537,+491589655687,collin.assmann@mail.xyz,ja,7.620156100000001,50.6939877
996,Ruth,Krauss,2.6.1931,Hlsebrockstr. 53,66894,Kr_henberg,+49637524909754,+491542127261,r.krauss@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
997,Clemens,Hein,7.4.1972,Rincklakeweg 192,13465,Frohnau,+493014494139,+491677501807,c.hein@mail.xyz,ja,13.2911767,52.64035149999999
998,Kristin,Kieslich,4.8.1932,Kurneystr. 170,89358,Kammeltal,+49822344100573,+491698628630,k.kieslich@mail.xyz,ja,10.3649844,48.3727464
999,Gerd,Semmler,20.9.1934,Sanddornweg 107,71577,Groerlach,+4979038122344,+491722657925,g.semmler@mail.xyz,ja,INVALID_LOCATION,INVALID_LOCATION
1000,Elena,Lowe,5.7.1941,Goebenstr. 148,68766,Hockenheim,+49620570829632,+491742480743,elena.lowe@mail.xyz,ja,8.5498581,49.31955199999999
1001,Frieda,Witt,1.9.1998,Grevener Str. 94,86669,K_nigsmoos,+49843316048126,+491715399775,frieda.witt@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1002,Anneliese,Pittman,20.4.1975,Dahlweg 180,47829,Krefeld,+49215137323087,+491762446743,a.pittman@mail.xyz,,6.646861899999999,51.3740278
1003,Jonna,Sauer,9.9.1938,Gleueler Str. 81,22969,Witzhave,+49410492054123,+491608761436,jonna.sauer@mail.xyz,,10.33703,53.5701974
1004,Swen,Back,3.7.1947,Enschedeweg 125,25361,Sderau,+49482410512721,+491575745540,swen.back@mail.xyz,,-81.61999999999999,38.34
1005,Christopher,Muth,1.4.1983,Im Stemmen 23,54649,Waxweiler,+49655466426827,+491563415977,c.muth@mail.xyz,,6.364356700000001,50.0916917
1006,Daniela,Bucher,27.8.1968,Kanalstr. 104,4668,Otterwisch,+4934379645578,+491501009112,d.bucher@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1007,Dilara,Hilscher,16.3.1996,Am R_merhof 6,94538,Frstenstein,+49850421223695,+491732342197,d.hilscher@mail.xyz,,-121.9643745,37.5042267
1008,Emmily,Heyne,2.10.1961,K_nigsberger Str. 173,84503,Alt_tting,+49867178717207,+491553260536,emmily.heyne@mail.xyz,,12.5880653,48.26244819999999
1009,Mathilda,Steele,4.7.1999,Zlpicher Str. 48,88521,Ertingen,+49737142334459,+491528625965,mathilda.steele@mail.xyz,,9.4656906,48.0986487
1010,Mathias,Kretschmar,18.12.1927,Breul 196,69469,Weinheim,+49620134965220,+491755494106,m.kretschmar@mail.xyz,,8.662045299999999,49.5407466
1011,Gerda,Arnold,11.10.1924,Zur Wiese 89,13187,Pankow,+493033945498,+491614221957,gerda.arnold@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1012,Anneliese,Teschner,15.6.1924,Am Grauen Stein 91,25853,Drelsdorf,+49467119147020,+491611790612,a.teschner@mail.xyz,,9.0459213,54.60510230000001
1013,Marcel,J_rg,17.6.1997,Gartenstr. 63,23826,Fredesdorf,+49455240987791,+491528458655,marcel.joerg@mail.xyz,,10.1827604,53.8958757
1014,Johannes,Gassmann,24.12.1936,Friedrichstr. 174,94142,Frsteneck,+49855512181228,+491637411736,johannes.gassmann@mail.xyz,,-122.4158973,37.7818318
1015,Rainer,Potter,20.9.1962,Landoisstr. 15,73035,G_ppingen,+49716119239297,+491585983092,r.potter@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1016,Mert,Wilken,11.12.1976,Widdeshover Weg 119,93080,Pentling,+4994184386495,+491507787850,m.wilken@mail.xyz,,12.0572285,48.9833268
1017,Catharina,Butz,20.9.1934,Eulenbergstr. 49,72147,Nehren,+49747332005041,+491772684334,catharina.butz@mail.xyz,,9.0698445,48.43097090000001
1018,Britta,Webb,19.3.1990,Rschhausweg 89,84494,Neumarkt-Sankt Veit,+4986396223718,+491532560115,b.webb@mail.xyz,,12.5061011,48.359921
1019,Cornelia,Schmit,12.11.1972,Nerzweg 91,38277,Heere,+49534514213378,+491507748760,cornelia.schmit@mail.xyz,,10.2375158,52.06021029999999
1020,Teresa,Daniela,22.12.1953,Frauenstr. 125,25876,Wisch,+49484195505089,+491787255531,teresa.daniela@mail.xyz,,9.155541399999999,54.4134897
1021,Elias,Rivera,9.2.1947,Berrischstr. 181,27259,Freistatt,+49544834074922,+491673258795,e.rivera@mail.xyz,,8.6521198,52.622961
1022,Birgit,Pelzer,24.5.1937,Norbertstr. 163,17498,Dersekow,+49383460246344,+491505947541,b.pelzer@mail.xyz,,13.2947495,54.0451951
1023,Rieke,Krug,27.2.1959,Dortmunder Str. 127,74921,Helmstadt-Bargen,+49726321854944,+491555297210,r.krug@mail.xyz,,8.9687878,49.3222269
1024,Lisa,Weiler,12.8.1975,Olpener Str. 167,31135,Hildesheim,+49512175687349,+491616283337,l.weiler@mail.xyz,,9.9789993,52.1629095
1025,Matthies,Ellis,15.1.1962,Zlpicher Str. 165,54673,Nasingen,+49656428832643,+491507402097,m.ellis@mail.xyz,,6.2606397,49.9783992
1026,Cornelia,Bell,13.5.1966,Schmittingheide 86,91793,Alesheim,+4991468086179,+491791561733,cornelia.bell@mail.xyz,,10.8645737,49.0473839
1027,Julian,Hild,9.3.2000,Erikahof 113,22946,Hohenfelde,+49415474515412,+491606386451,julian.hild@mail.xyz,,10.4718272,53.6291646
1028,Bastian,Hering,16.4.1984,Simon-Meister-Str. 80,65221,Taunusstein,+49612893634430,+491627991357,b.hering@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1029,Nils,H_ck,10.12.1951,Stolbergstr. 187,92265,Edelsfeld,+49966584533341,+491794348800,nils.hoeck@mail.xyz,,11.6939671,49.5786294
1030,Sascha,Wedekind,10.6.1975,Am Bltenhain 66,55606,Heinzenberg,+4967526125852,+491724692867,s.wedekind@mail.xyz,,7.484502200000001,49.8246291
1031,Isabel,Glck,2.12.1920,Steinfurter Str. 177,97505,Geldersheim,+49972162469212,+491688316604,i.glueck@mail.xyz,,10.1565866,50.0436544
1032,Artur,Webster,27.9.1991,Rosenplatz 181,74523,Schw_bisch Hall,+4979146307691,+491609138905,artur.webster@mail.xyz,,10.2285564,49.0514449
1033,Gisela,Eckhard,20.8.1982,Franz-Peter-Krten-Weg 148,56626,Andernach,+49263271414824,+491687286313,g.eckhard@mail.xyz,,7.4086636,50.426057
1034,Arthur,Nelson,18.1.1969,Steinkamp 45,76137,Karlsruhe,+4972113070638,+491608647672,arthur.nelson@mail.xyz,,8.4173066,48.99995329999999
1035,Linn,Kayser,1.5.1976,Lassallestr. 43,55758,Kempfeld,+4967862667564,+491656405956,l.kayser@mail.xyz,,7.244574000000001,49.7891471
1036,Clara,Herbert,16.12.1945,Speestr. - 150,55432,Niederburg,+49674462946553,+491524393223,clara.herbert@mail.xyz,,7.6955044,50.1177033
1037,Anna,Felder,11.1.1980,Handorfer Str. 4,85567,Grafing,+49809275925293,+491636054127,a.felder@mail.xyz,,11.9646028,48.0449853
1038,Charlotte,Copeland,14.6.1949,Dortmunder Str. 194,56348,D_rscheid,+49677173104149,+491585109528,c.copeland@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1039,Michelle,Yildiz,6.7.1995,Soester Str. 183,69118,Heidelberg,+49622137398534,+491716304512,m.yildiz@mail.xyz,,8.759744999999999,49.4154874
1040,Kristina,Ganser,7.4.1995,Sentmaringer Weg 97,67585,Dorn-Drkheim,+49624985917838,+491728188589,k.ganser@mail.xyz,,-97.86960909999999,37.9404823
1041,Bernd,Karst,21.12.1986,J_gerstr. A 150,84069,Schierling,+49945111866362,+491768754007,b.karst@mail.xyz,,12.1429623,48.83019609999999
1042,Reiner,Jacob,5.9.1938,Sophienstr. 70,6124,Halle,+4934578462256,+491665329298,r.jacob@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1043,Luc,Hermes,20.1.1998,Straburger Weg 182,25917,Enge-Sande,+49466218857672,+491562688199,luc.hermes@mail.xyz,,8.996726599999999,54.726671
1044,Lasse,Nichols,24.11.1991,Albachtener Str. 129,29699,Bomlitz,+49516128720979,+491636361642,l.nichols@mail.xyz,,9.658249399999999,52.9046907
1045,Bastian,Maldonado,22.12.1975,Mindener Str. 123,56355,Lautert,+49677229569259,+491702398041,bastian.maldonado@mail.xyz,,7.840428299999999,50.1672088
1046,Janin,Colon,2.9.1953,Angelmodder Weg 187,36167,Nsttal,+4966844984418,+491778673120,j.colon@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1047,Sylvia,Heinz,16.10.1938,Sporckweg 41,90459,Nrnberg,+4991150908505,+491742395816,s.heinz@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1048,Bennett,Ferguson,20.2.1940,Olpener Str. 190,76889,D_rrenbach,+49634367191726,+491768193377,bennett.ferguson@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1049,Nathalie,B_chle,25.3.1946,Rosenplatz 181,48366,Laer,+49255438545042,+491798388039,n.baechle@mail.xyz,,7.2961534,52.0816641
1050,Clemens,Vaughn,12.10.1983,Paul-Engelhard-Weg 168,55469,Pleizenhausen,+49676195227978,+491711467294,c.vaughn@mail.xyz,,7.567241200000001,50.0150641
1051,Tabea,Paulsen,24.7.1985,Meinertzstr. 178,56729,Weiler,+49265191196836,+491638455973,tabea.paulsen@mail.xyz,,7.1208808,50.3103314
1052,Artur,Wood,2.12.1979,Am Oedingteich 8,86494,Emersacker,+49829314411622,+491668077010,artur.wood@mail.xyz,,10.6738081,48.4900645
1053,Steven,Wassmann,19.6.1983,Dammstr. 12,49377,Vechta,+49444161417724,+491772803479,s.wassmann@mail.xyz,,8.283876099999999,52.72922519999999
1054,Sam,R_der,7.4.1963,Dreilinden 11,38315,Hornburg,+49533533056863,+491622089683,sam.roeder@mail.xyz,,10.6054963,52.0311748
1055,Hannes,B_ttger,27.9.1939,Liboristr. 176,84367,Tann,+49857293079388,+491608054653,h.boettger@mail.xyz,,12.8913507,48.3164332
1056,Mia,Kemper,24.3.1923,Soetenkamp 26,24852,Eggebek,+49460914276338,+491646447803,mia.kemper@mail.xyz,,9.3706718,54.620711
1057,Erwin,J_rg,7.12.1992,Steinkamp 99,6333,Welbsleben,+49347386655691,+491715617389,erwin.joerg@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1058,Kirsten,Waldeck,24.5.1971,Angelmodder Weg 181,54429,Waldweiler,+49658935308709,+491695547218,kirsten.waldeck@mail.xyz,,6.800299,49.6115607
1059,Magnus,Geis,8.2.1923,Gasselstiege 117,6528,Horla,+49346422393309,+491522992445,magnus.geis@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1060,Ulrich,Goodman,15.2.1970,Rohrkampstr. 4,54558,Mckeln,+49659291338955,+491736036353,ulrich.goodman@mail.xyz,,-89.4765187,45.9217915
1061,Marc,Rupp,21.10.1955,Nienkamp 79,46414,Rhede,+49287227960508,+491757717972,m.rupp@mail.xyz,,6.6989532,51.8374545
1062,Ulrich,Nash,14.10.1949,Pankokstr. 22,29227,Celle,+49514127356617,+491576983504,ulrich.nash@mail.xyz,,10.1396875,52.6008714
1063,Andrea,Sager,19.7.1982,Tondernstr. 88,86571,Langenmosen,+49843384546163,+491525153743,andrea.sager@mail.xyz,,11.2083738,48.6077678
1064,Tore,Sonntag,3.6.1995,Marsweg 104a,97990,Weikersheim,+49793466441773,+491531837198,t.sonntag@mail.xyz,,9.903450399999999,49.48063579999999
1065,Ella,Stenzel,15.11.1989,Johanniterstr. 78,50969,K_ln,+4922159311058,+491624818459,e.stenzel@mail.xyz,,7.020410000000001,50.9593946
1066,Juli,Kampmann,9.2.1996,Scheibenstr. 121,25421,Pinneberg,+49410139260486,+491562803434,juli.kampmann@mail.xyz,,9.7938212,53.6545225
1067,Hildegard,Carl,21.12.1961,Stolbergstr. 199,72070,Tbingen,+49707178737942,+491553962285,h.carl@mail.xyz,,-92.7182728,35.0305153
1068,Kim,Hipp,3.1.1952,Am Burloh 186,33189,Schlangen,+49525273987620,+491759494072,kim.hipp@mail.xyz,,8.837571100000002,51.8078091
1069,Dario,Wood,13.7.1955,Birkenweg 111,10781,Berlin,+49306420167,+491632773027,d.wood@mail.xyz,,13.63239,52.33792
1070,Luc,Herber,5.2.1985,Am R_merhof 24,17192,Gro Gievitz,+49399133068082,+491593355897,l.herber@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1071,Nike,Dietz,10.12.1986,Dreilinden 139,18146,Rostock,+4938124429394,+491576338438,nike.dietz@mail.xyz,,12.1684828,53.7744537
1072,Herta,Thornton,3.6.1992,Morthorststr. 35,24211,Wahlstorf,+49434264903485,+491787637188,h.thornton@mail.xyz,,10.2949026,54.1779622
1073,Manuela,Kirsch,6.7.1965,Starweg 52,84079,Bruckberg,+49876524596298,+491556387398,m.kirsch@mail.xyz,,11.9949347,48.5247934
1074,Silvia,Bowman,6.9.1965,Nerzweg 84,58636,Iserlohn,+49237133899096,+491564188319,silvia.bowman@mail.xyz,,7.716816899999999,51.38115440000001
1075,Victoria,Baker,21.12.1995,Salzmannstr. 166,54570,Wallenborn,+49659276119348,+491639858594,victoria.baker@mail.xyz,,6.719542199999999,50.1548478
1076,Janis,Fast,15.4.1928,Mersmannsstiege 134,69488,Birkenau,+49620156608716,+491661164334,janis.fast@mail.xyz,,8.7083505,49.56304369999999
1077,Jutta,Neitzel,4.7.1993,Ringelnatzstr. 50,79692,Sallneck,+49762986673248,+491625061693,j.neitzel@mail.xyz,,7.771388999999999,47.721111
1078,Muhammed,Hoffman,3.11.1965,Dammstr. 3,54636,Mlbach,+49656179806578,+491525301793,muhammed.hoffman@mail.xyz,,-91.2313618,43.994255
1079,Jrgen,Brandner,20.11.1949,Ulmenweg 72,67661,Kaiserslautern,+4963162138399,+491719100430,j.brandner@mail.xyz,,7.6945372,49.4175589
1080,Fabienne,Liebe,11.12.1958,Friedrichstr. 70,57635,W_lmersen,+49268138746923,+491587035795,f.liebe@mail.xyz,,7.582938299999999,50.7573588
1081,Detlev,Lindemann,10.1.1929,Havichhorster Mhle 19,60314,Frankfurt am Main,+496924002769,+491617658330,detlev.lindemann@mail.xyz,,8.7174304,50.1113253
1082,Theresa,Lampe,28.1.1995,Johanniterstr. 133,25856,Hattstedtermarsch,+49484653574195,+491761111968,theresa.lampe@mail.xyz,,9.0044082,54.5435995
1083,Kevin,Grimm,8.2.1949,Gleueler Str. 45,72537,Mehrstetten,+49738186166726,+491655700332,kevin.grimm@mail.xyz,,9.5647624,48.3756789
1084,Jasmin,Wenzel,24.9.1921,Osthuesheide 65,4600,Altenburg,+49344734325645,+491721269822,j.wenzel@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1085,Margot,Gordon,24.1.1937,Goldregenweg 153,18437,Stralsund,+49383128830886,+491521041565,margot.gordon@mail.xyz,,13.0535231,54.30298209999999
1086,Jonna,Weigel,25.6.1974,Telgenweg 15,27446,Anderlingen,+49428420166716,+491667440492,jonna.weigel@mail.xyz,,9.3022651,53.3728689
1087,Henning,Warner,22.6.1946,Baumberger Str. 166,55490,Gehlweiler,+49676532852155,+491708224297,henning.warner@mail.xyz,,7.4670922,49.88308
1088,Erich,Hennings,26.4.1953,Rosenplatz 104,53498,Bad Breisig,+49263366518552,+491668897706,erich.hennings@mail.xyz,,7.2684332,50.56321459999999
1089,Richard,Schaf,17.10.1946,Schubertstr. 171,49757,Vrees,+49447930580406,+491625528374,richard.schaf@mail.xyz,,7.7728766,52.8850602
1090,Jamie,Bertram,18.4.1971,Mnzstr. 149,88484,Gutenzell-Hrbel,+49735221156681,+491736036718,jamie.bertram@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1091,Sigrid,Reid,9.4.1936,Im Draum 53,29588,Oetzen,+49580537778171,+491594260602,sigrid.reid@mail.xyz,,10.6748722,53.0217794
1092,Meike,Schwenk,28.4.1953,Dorotheenstr. 184,26736,Krummh_rn,+49492377502309,+491752939330,m.schwenk@mail.xyz,,INVALID_LOCATION,INVALID_LOCATION
1093,Karla,Romero,18.12.1949,Nauheimer Str. 128,34295,Edermnde,+49566542196812,+491767477395,k.romero@mail.xyz,,-82.3252399,26.90982
1094,Fritz,Montgomery,6.7.1993,Im Draum 68,89597,Hausen am Bussen,+49739353622123,+491757585468,f.montgomery@mail.xyz,,9.6250014,48.2116571
